Cell type,test,material,time (hr),concentration (ug/ml),viability (%),Hydrodynamic diameter (nm),Zeta potential (mV)
HaCat,MTT,Ag,12,100,13.9655,375.4,42.8
HaCat,MTT,Ag,24,0.001,96.8912,375.4,-8.2
HaCat,MTT,Ag,24,0.01,98.1865,375.4,-8.2
HaCat,MTT,Ag,24,0.1,100.2591,375.4,-8.2
HaCat,MTT,Ag,24,1,95.8549,375.4,-8.2
HaCat,MTT,Ag,24,5,90.9326,375.4,-8.2
HaCat,MTT,Ag,24,10,90.9326,375.4,-8.2
HaCat,MTT,Ag,24,20,94.3005,375.4,-8.2
HaCat,MTT,Ag,24,50,94.5596,375.4,-8.2
HaCat,MTT,Ag,24,100,91.9689,375.4,-8.2
HaCat,MTT,Ag,12,0.001,96.6234,386.9,-8.2
HaCat,MTT,Ag,12,0.01,96.3636,386.9,-8.2
HaCat,MTT,Ag,12,0.1,98.7013,386.9,-8.2
HaCat,MTT,Ag,12,1,98.7013,386.9,-8.2
HaCat,MTT,Ag,12,5,100.7792,386.9,-8.2
HaCat,MTT,Ag,12,10,100.4329,386.9,-8.2
HaCat,MTT,Ag,12,20,98.7013,386.9,-8.2
HaCat,MTT,Ag,12,50,99.7403,386.9,-8.2
HaCat,MTT,Ag,12,100,98.0087,386.9,-8.2
HCMEC,MTT,MgO,24,100,47.323,42.5,-36.74
HCMEC,MTT,MgO,24,150,30.225,42.5,-36.74
HCMEC,MTT,MgO,24,200,23.143,42.5,-36.74
HCMEC,MTT,MgO,24,250,12.781,42.9,-36.74
HCMEC,MTT,MgO,24,50,87.918,42.9,-39.9
HCMEC,MTT,MgO,24,100,81.877,42.9,-39.9
HCMEC,MTT,MgO,24,200,77.763,42.9,-39.9
HCMEC,MTT,MgO,24,400,56.684,42.9,-39.9
HCMEC,MTT,MgO,24,800,40.617,42.9,-39.9
HCMEC,MTT,Al2O3,24,0.2,46.853,42.9,-32.66
HCMEC,MTT,Al2O3,24,0.4,71.562,43.17,-32.66
HCMEC,MTT,Al2O3,24,2,75.524,43.17,-32.66
HCMEC,MTT,Al2O3,24,4,79.487,43.17,-32.66
HCMEC,MTT,Al2O3,24,20,72.494,43.17,-32.66
HCMEC,MTT,Al2O3,24,40,2.0979,43.17,-32.66
HCMEC,MTT,Al2O3,96,0.2,86.247,43.17,-32.66
HCMEC,MTT,Al2O3,96,0.4,59.441,43.17,-32.66
HCMEC,MTT,Al2O3,96,2,81.818,43.8,-32.66
HCMEC,MTT,CuO,96,4,84.149,43.8,-32.66
HCMEC,MTT,CuO,96,20,82.284,43.8,-32.66
HCMEC,MTT,CuO,24,0.2,99.394,43.8,-32.66
HCMEC,MTT,CuO,24,0.4,81.212,43.8,-32.66
HCMEC,MTT,CuO,24,2,94.242,43.8,-32.66
HCMEC,MTT,CuO,24,4,90.303,43.8,-32.66
HCMEC,MTT,CuO,24,20,23.03,43.8,-32.66
HCMEC,MTT,CuO,24,40,1.2121,43.8,-32.66
HCMEC,MTT,CuO,96,0.2,120,43.8,-32.66
HCMEC,MTT,ZnO,96,0.4,119.7,44.3,-32.66
HCMEC,MTT,ZnO,96,2,109.39,44.3,-32.66
HCMEC,MTT,ZnO,96,4,118.79,44.3,-32.66
HCMEC,MTT,ZnO,96,20,6.6667,44.3,-32.66
HCMEC,MTT,ZnO,96,40,1.2121,45,-32.66
HCMEC,MTT,ZnO,24,0.2,108.99,45,-24.52
HCMEC,MTT,ZnO,24,0.4,135.36,45,-24.52
HCMEC,MTT,ZnO,24,2,131.59,45,-24.52
HCMEC,MTT,ZnO,24,4,153.91,45,-24.52
HCMEC,MTT,Fe3O4,24,20,145.22,45,-24.52
HCMEC,MTT,Fe3O4,24,40,140,45.3,-24.52
HCMEC,MTT,Fe3O4,24,200,137.68,45.3,-24.52
HCMEC,MTT,Fe3O4,24,400,128.7,45.3,-24.52
HCMEC,MTT,Fe3O4,96,0.2,78.261,45.3,-24.52
HCMEC,MTT,Fe3O4,96,0.4,78.551,45.3,-24.52
HCMEC,MTT,Fe3O4,96,2,88.406,45.3,-24.52
HCMEC,MTT,Fe3O4,96,4,92.174,45.3,-24.52
HCMEC,MTT,Fe3O4,96,20,99.13,45.3,-24.52
HCMEC,MTT,Fe3O4,96,40,98.841,45.3,-24.52
HCMEC,MTT,Fe3O4,96,200,94.203,45.3,-24.52
HCMEC,MTT,Fe3O4,96,400,85.507,45.3,-24.52
HCMEC,MTT,Fe3O4,24,0.2,120.51,45.3,-24.52
HCMEC,MTT,Fe3O4,24,0.4,117.66,45.3,-24.52
HCMEC,MTT,Fe3O4,24,2,121.65,45.3,-24.52
HCMEC,MTT,Fe3O4,24,4,105.13,45.3,-24.52
HCMEC,MTT,Fe3O4,24,20,116.24,45.3,-24.52
HCMEC,MTT,Fe3O4,96,40,116.24,45.3,-24.52
HCMEC,MTT,MgO,96,200,121.08,45.3,-24.52
HCMEC,MTT,MgO,96,400,126.78,45.3,-24.52
HCMEC,MTT,MgO,96,0.2,78.632,45.3,-24.52
HCMEC,MTT,MgO,96,0.4,85.755,45.3,-24.52
HCMEC,MTT,MgO,96,2,106.84,45.3,-24.52
HCMEC,MTT,MgO,96,4,92.308,45.3,-24.52
HCMEC,MTT,MgO,96,20,110.54,46.3,-24.52
HCMEC,MTT,MgO,96,40,113.39,46.3,-24.52
HCMEC,MTT,MgO,96,200,108.26,46.3,-24.52
HCMEC,MTT,Al2O3,96,400,70.94,46.3,-24.52
HCMEC,MTT,Al2O3,24,9,3.1208,46.3,71.23
HCMEC,MTT,Al2O3,24,9,97.286,46.3,-19.8
HCMEC,MTT,Al2O3,24,1.82,3.7946,46.3,71.23
HCMEC,MTT,Al2O3,24,5.81,3.7946,46.3,71.23
HCMEC,MTT,Al2O3,24,9,2.6786,46.3,71.23
HCMEC,MTT,Al2O3,24,13,1.3393,46.3,71.23
HCMEC,MTT,Al2O3,24,18,1.3393,46.3,71.23
HCMEC,MTT,Al2O3,24,28.9,14.286,46.3,20.83
HCMEC,MTT,CuO,24,1.82,90.402,46.3,26.4
HCMEC,MTT,CuO,24,5.91,95.312,46.3,-9
HCMEC,MTT,CuO,24,9.45,96.205,46.3,-20.7
HCMEC,MTT,CuO,24,14,59.152,46.3,71.7
HCMEC,MTT,CuO,24,19,53.571,46.3,25.85
HCMEC,MTT,CuO,24,30.6,53.571,46.3,21.3
HCMEC,MTT,CuO,24,50,72.5,46.8,-45.5
HCMEC,MTT,CuO,24,100,62.4,46.8,-45.5
HCMEC,MTT,CuO,24,150,51.1,46.8,-45.5
HCMEC,MTT,ZnO,24,200,43.6,46.8,-45.5
HCMEC,MTT,ZnO,24,50,68.45,46.8,-45.5
HCMEC,MTT,ZnO,24,100,56.88,46.8,-45.5
HCMEC,MTT,ZnO,24,150,48.84,46.8,-45.5
HCMEC,MTT,ZnO,24,200,38,46.8,-45.5
HCMEC,MTT,ZnO,24,50,93.61,46.8,-45.5
HCMEC,MTT,ZnO,24,100,76.74,46.8,-45.5
HCMEC,MTT,ZnO,24,150,65.42,46.8,-45.5
HCMEC,MTT,ZnO,24,200,61.08,46.8,-45.5
HCMEC,MTT,Fe3O4,24,50,72.74,46.8,-45.5
HCMEC,MTT,Fe3O4,24,100,58.52,46.8,-45.5
HCMEC,MTT,Fe3O4,24,150,52.62,46.8,-45.5
HCMEC,MTT,Fe3O4,24,200,42.93,46.8,-45.5
HCMEC,MTT,Fe3O4,24,50,67.1,46.8,-45.5
HCMEC,MTT,Fe3O4,24,100,55.78,46.8,-45.5
HCMEC,MTT,Fe3O4,24,150,46.88,47,-45.5
HCMEC,MTT,Fe3O4,24,200,36.98,47,-45.5
HCMEC,MTT,Fe3O4,48,12.5,96.921,47,11.8
HCMEC,MTT,Fe3O4,48,25,88.71,47,11.8
HCMEC,MTT,Fe3O4,48,50,81.085,47,11.8
HCMEC,MTT,Fe3O4,48,100,77.126,47,11.8
HCMEC,MTT,Fe3O4,48,200,73.314,47,11.8
HCMEC,MTT,Fe3O4,48,12.5,99.707,47,-22
HCMEC,MTT,Fe3O4,48,25,90.029,47,-22
HCMEC,MTT,Fe3O4,48,50,83.724,47,-22
HCMEC,MTT,Fe3O4,48,100,77.273,47,-22
HCMEC,MTT,Fe3O4,48,200,68.915,47,-22
HCT-116,MTT,ZrO2,24,80,83.686,53.7,-20.7
HCT-116,MTT,ZrO2,24,3.6,100,53.7,-25.3
HCT-116,MTT,ZrO2,24,7.2,96.117,53.7,-25.3
HCT-116,MTT,ZrO2,24,18,90.049,53.7,-25.3
HCT-116,Live/Dead,ZrO2,24,0.1,69.902,55.8,-8.72
HCT-116,Live/Dead,ZrO2,24,1,77.778,55.8,-8.72
HCT-116,Live/Dead,ZrO2,24,10,80.028,55.8,-7.165
HCT-116,Live/Dead,ZrO2,24,50,78.622,55.8,-10.13
HDF,MTS,Ag,48,10,56.921,60.21,60.01
HDF,MTS,Ag,48,50,51.695,61.06,7.965
HDF,MTS,Ag,48,100,62.571,61.06,24.37
HDF,MTS,Ag,6,0.1,81.339,61.06,19.95
HDF,MTS,Ag,24,0.1,39.21,61.06,-21.8
HDF,MTS,Ag,24,1,42.172,61.06,-38.7
HDF,MTS,Ag,24,10,47.814,61.06,10.4
HDF,MTS,Ag,24,50,45.98,61.06,6.93
HDF,MTS,Ag,48,50,50.282,61.46,-40.5
HDF,MTS,Ag,48,100,48.305,61.46,-29.01
HDF,MTS,Ag,6,0.1,76.068,61.46,49.26
HDF,MTS,Ag,6,1,100,61.46,49.26
HDF,MTS,Ag,24,1,55.289,61.46,49.26
HDF,MTS,Ag,24,10,53.032,61.46,49.26
HDF,MTS,Ag,24,50,55.007,61.46,49.26
HDF,MTS,Ag,24,100,51.622,61.46,49.26
HDF,MTS,Ag,48,100,39.831,61.46,49.26
HDF,MTS,Ag,4,6,76.548,61.46,4.1
HDF,MTS,Ag,4,12.5,61.924,61.46,7.6
HDF,MTS,Ag,4,25,47.826,61.46,18.2
HDF,MTS,Ag,24,12.5,46.245,65,-93.05
HDF,MTS,Ag,24,25,44.005,65,46.65
HDF,MTS,Ag,24,50,31.094,65,12.55
HDF,MTS,Ag,24,100,27.8,65,66.57
HDF,MTS,Ag,4,50,45.755,65,21.6
HDF,MTS,Ag,4,100,12.086,65,28.8
HDF,MTS,Ag,4,200,0.14388,65,18.2
HDF,MTS,Ag,24,6,74.82,65,-39.55
HDF,MTS,Ag,24,200,2.446,65,18.2
HDF,MTS,Ag,4,6,70.014,65,-8.65
HDF,MTS,Ag,4,12.5,63.989,65,14.6
HDF,MTS,Ag,4,25,51.076,65,28.8
HDF,MTS,Ag,24,12.5,69.01,65.17,41.52
HDF,MTS,Ag,24,25,41.607,65.17,25.67
HDF,MTS,Ag,24,50,32.281,65.17,-6.38
HDF,MTS,Ag,24,100,23.529,65.17,20.15
HEBC3-KT,AlamarBlue,Ag,6,50,87.538,59.72,49.26
HEBC3-KT,AlamarBlue,Ag,6,100,80,59.72,49.26
HEBC3-KT,AlamarBlue,Ag,24,0.1,87.482,59.72,49.26
HEBC3-KT,AlamarBlue,Ag,24,1,100,59.72,49.26
HEBC3-KT,AlamarBlue,Ag,24,10,88.326,59.72,49.26
HEBC3-KT,AlamarBlue,Ag,24,50,85.654,59.72,49.26
HEBC3-KT,AlamarBlue,Ag,24,100,76.371,59.72,49.26
HEBC3-KT,AlamarBlue,Ag,48,0.1,41.739,59.72,49.26
HEBC3-KT,AlamarBlue,Au,48,1,76.377,59.72,49.26
HEBC3-KT,AlamarBlue,Au,48,10,84.348,59.72,49.26
HEBC3-KT,AlamarBlue,Au,48,50,74.783,59.72,49.26
HEBC3-KT,AlamarBlue,Au,48,100,63.478,59.72,49.26
HEBC3-KT,AlamarBlue,Au,6,0.1,74.644,59.72,49.26
HEBC3-KT,AlamarBlue,Au,6,1,74.217,59.72,49.26
HEBC3-KT,AlamarBlue,Au,6,10,77.066,60,60.48
HEBC3-KT,AlamarBlue,Au,6,50,78.49,60,59.53
HEBC3-KT,AlamarBlue,Pt,6,100,74.644,60,59.53
HEBC3-KT,AlamarBlue,Pt,24,0.1,45.416,60,49.26
HEBC3-KT,AlamarBlue,Pt,24,1,50.776,60.21,49.26
HEBC3-KT,AlamarBlue,Pt,24,10,52.186,60.21,60.48
HEBC3-KT,AlamarBlue,Pt,24,50,52.609,60.21,22.515
HEBC3-KT,AlamarBlue,Pt,24,100,48.801,60.21,60.01
HEBC3-KT,AlamarBlue,Pt,48,0.1,59.746,60.21,10.08
HEBC3-KT,AlamarBlue,Pt,48,1,63.559,60.21,3.4
HEK,MTT,ZnO,24,200,67.563,29.57,-30
HEK,MTT,ZnO,48,25,90.588,29.57,-30
HEK,MTT,ZnO,48,50,74.286,29.57,-30
HEK,MTT,ZnO,48,100,60.168,29.57,-30
HEK,MTT,ZnO,48,200,48.235,29.57,-30
HEK,MTT,ZnO,24,2.5,96.998,29.57,71.7
HEK,MTT,ZnO,24,5,94.934,29.57,71.7
HEK,MTT,ZnO,24,10,88.743,29.57,71.7
HEK,MTT,ZnO,24,20,62.477,29.57,71.7
HEK,MTT,ZnO,24,40,48.593,29.57,71.7
HEK,MTT,ZnO,24,80,35.084,29.57,71.7
HEK,MTT,ZnO,24,100,35.084,29.57,71.7
HEK,MTT,ZnO,24,2.5,96.811,29.57,71.7
HEK,MTT,ZnO,24,5,92.495,29.57,71.7
HEK,MTT,ZnO,24,10,81.614,29.57,71.7
HEK293,MTS,Pt,24,10,77.919,10,-7.165
HEK293,MTS,Pt,24,15,68.655,10,-6.475
HEK293,MTS,Pt,24,25,6.599,10,26.83
HEK293,MTS,Pt,24,1,98.858,10,-10.045
HEK293,MTS,Pt,24,5,84.264,10,-17.6
HEK293,MTS,Pt,24,10,80.457,10,-24.7
HEK293,MTS,Pt,24,15,68.782,10,71.23
HEK293,MTS,Pt,24,25,7.2335,10,71.23
HEK293,MTS,Pt,24,1,99.629,10,71.7
HEK293,MTS,Pt,24,5,90.853,10,44.6
HEK293,MTS,Pt,24,10,87.639,10,44.6
HEK293,MTS,Pt,24,15,72.93,10,44.6
HEK293,NRU,Pt,24,25,19.778,10,31.735
HEK293,NRU,Pt,48,1,96.701,10,-0.52
HEK293,NRU,Pt,48,5,80.584,10,-16.05
HEK293,NRU,Pt,48,10,77.284,10,18.58
HEK293,NRU,Pt,48,15,67.386,10,10.825
HEK293,NRU,Pt,48,25,5.7107,10,-31.215
HEK293,NRU,Pt,48,1,97.462,10,-17.6
HEK293,NRU,Pt,48,5,83.122,10,-17.6
HEK293,NRU,Pt,48,10,77.284,10,-26.3
HEK293,NRU,Pt,48,15,68.401,10.33,-26.3
HEK293,NRU,Pt,48,25,7.1066,10.33,-31.215
HEK293,NRU,Pt,48,1,99.135,10.33,-8.6
HEK293,MTT,Au,24,20,88.986,21.06,-2.49
HEK293,MTT,Au,24,50,76.224,21.06,-2.49
HEK293,MTT,Au,24,2,102.1,21.06,-1.46
HEK293,MTT,Au,24,5,103.67,21.06,-1.46
HEK293,MTT,Au,24,10,102.8,21.06,-1.46
HEK293,MTT,Au,24,20,99.65,21.06,-1.46
HEK293,MTT,Au,24,50,76.399,21.06,-1.46
HEK293,MTT,Au,96,50,91.667,21.06,-5.21
HEK293,MTT,TiO2,12,10,100,33.69,49.26
HEK293,MTT,TiO2,12,20,97.039,33.69,49.26
HEK293,MTT,TiO2,12,50,99.013,33.69,49.26
HEK293,MTT,TiO2,12,100,97.039,33.69,49.26
HEK293,MTT,TiO2,24,0.001,99.016,33.69,69.8
HEK293,MTT,TiO2,24,0.01,98.361,33.69,69.8
HEK293,MTT,TiO2,24,0.1,98.361,33.69,69.8
HEK293,MTT,TiO2,24,1,95.41,33.69,69.8
HEK293,MTT,TiO2,24,5,87.213,33.69,69.8
HEK293,MTT,C,24,200,87.126,80,-9.72
HEK293,MTT,C,24,50,89.222,80,-8.1
HEK293,MTT,C,24,100,84.431,80,-8.1
HEK293,MTT,C,24,200,61.078,80,-8.1
HEK293,MTT,C,24,50,99.401,80,-6.96
HEK293,MTT,C,24,100,94.91,80,-6.96
HEK293,MTT,Fe3O4,24,50,61.286,239,61.44
HEK293,MTT,Fe3O4,24,75,63.016,240.85,61.44
HEK293,MTT,Fe3O4,24,100,48.381,250,61.44
HEK293,MTT,Fe3O4,24,1,74.989,250,61.44
HEK293,MTT,Fe3O4,24,6.25,70.2,250,61.44
HEK293,MTT,Fe3O4,24,10,63.282,250,61.44
HEK293,MTT,Fe3O4,24,25,52.106,250,61.44
HEK293,MTT,Fe3O4,24,50,49.978,250,61.44
HEK293,MTT,Fe3O4,24,75,49.712,250,61.44
HEK293,MTT,Fe3O4,24,100,49.18,250,61.44
HEK293,MTT,Fe3O4,24,1,87.835,250,61.44
HEK293,MTT,Fe3O4,24,6.25,84.433,250,61.44
HeLa,MTT,Au,24,2,100.7,21,-3.36
HeLa,MTT,Au,24,5,97.727,21,-3.36
HeLa,MTT,Au,24,10,88.462,21.06,-3.36
HeLa,MTT,Au,24,20,83.042,21.06,-3.36
HeLa,MTT,Au,24,50,73.427,21.06,-3.36
HeLa,MTT,Au,24,2,98.427,21.06,-2.49
HeLa,MTT,Au,24,5,97.028,21.06,-2.49
HeLa,MTT,Au,24,10,90.385,21.06,-2.49
HeLa,MTT,SiO2,24,100,52.759,25,70.76
HeLa,MTT,SiO2,24,5,103.31,25,70.76
HeLa,MTT,SiO2,24,10,98.455,25,70.76
HeLa,MTT,SiO2,24,25,84.768,25,70.76
HeLa,MTT,SiO2,24,50,56.291,25,70.76
HeLa,MTT,SiO2,24,100,15.011,25,70.76
HeLa,CellTiterGlo,Pt,24,0.1,95.082,34.64,70.76
HeLa,CellTiterGlo,Pt,24,1,96.066,34.64,70.76
HeLa,CellTiterGlo,Pt,24,5,74.754,34.64,70.76
HeLa,CellTiterGlo,Pt,24,10,42.951,34.64,70.76
HeLa,CellTiterGlo,Pt,24,20,14.426,34.64,70.76
HeLa,CellTiterGlo,Pt,24,50,12.787,34.64,70.76
HeLa,CellTiterGlo,Pt,24,100,12.787,34.64,70.76
HeLa,CellTiterGlo,Pt,24,0.001,92.131,34.64,71.7
HeLa,CellTiterGlo,Pt,24,0.01,97.705,34.64,71.7
HeLa,CellTiterGlo,Pt,24,0.1,96.066,34.64,71.7
HeLa,CellTiterGlo,Pt,24,1,97.049,34.64,71.7
HeLa,CellTiterGlo,Pt,24,5,71.475,34.64,71.7
HeLa,CellTiterGlo,Pt,24,10,60.984,34.64,71.7
HeLa,CellTiterGlo,Pt,24,20,42.623,34.64,71.7
HeLa,CellTiterGlo,Pt,24,50,27.869,34.64,71.7
HeLa,CellTiterGlo,Pt,72,100,82.078,39.2,-8
HeLa,CellTiterGlo,Pt,96,100,78.961,39.2,-16.5
HeLa,CellTiterGlo,Pt,48,100,38.052,39.2,-40.5
HeLa,CellTiterGlo,Pt,72,100,66.623,39.2,-16.86
HeLa,CellTiterGlo,Pt,96,100,56.234,39.2,-24.75
HeLa,CellTiterGlo,Pt,24,5,100,39.2,-8.72
HeLa,CellTiterGlo,Pt,24,10,98.443,39.2,-8.72
HeLa,CellTiterGlo,Pt,24,25,89.619,39.2,-8.72
HeLa,CellTiterGlo,Pt,24,50,80.45,39.2,-8.72
HeLa,CellTiterGlo,Pt,24,100,64.187,39.2,-8.72
HeLa,CellTiterGlo,Pt,24,5,84.201,39.33,-8.72
HeLa,CellTiterGlo,Pt,24,25,76.302,39.7,-8.72
HeLa,CellTiterGlo,Pt,24,50,72.89,39.7,-8.72
HeLa,CellTiterGlo,Pt,24,100,61.4,39.7,-8.72
HeLa,CellTiterGlo,Pt,24,5,98.789,39.7,8.67
HeLa,AlamarBlue,Ag,24,100,11.196,171.05,71.7
HeLa,AlamarBlue,Ag,24,1,93.13,173.48,71.7
HeLa,AlamarBlue,Ag,24,2,75.064,173.48,71.7
HeLa,AlamarBlue,Ag,24,5,70.483,173.48,71.7
HeLa,AlamarBlue,Ag,24,10,48.219,173.48,71.7
HeLa,AlamarBlue,Ag,24,25,33.461,173.48,71.7
HeLa,AlamarBlue,Ag,24,50,16.031,173.48,71.7
HeLa,AlamarBlue,Ag,24,100,8.7786,173.48,71.7
HeLa,AlamarBlue,Ag,24,1,98.588,175,71.7
HeLa,AlamarBlue,Ag,24,2,84.339,175,71.7
HeLa,AlamarBlue,Ag,24,5,69.576,175,71.7
HeLa,AlamarBlue,Ag,24,10,53.017,175,71.7
HeLa,AlamarBlue,Ag,24,25,38.768,175,71.7
HeLa,AlamarBlue,Ag,24,50,25.546,178.7,71.7
HeLa,AlamarBlue,Ag,24,100,15.661,178.7,71.7
HeLa,AlamarBlue,Ag,24,1,94.095,187.35,71.7
HeLa,AlamarBlue,Ag,24,2,77.535,188.7,71.7
HeLa,AlamarBlue,Ag,24,5,58.28,189.25,71.7
HeLa,AlamarBlue,Ag,24,10,44.673,190,71.7
HeLa,AlamarBlue,Ag,24,25,33.761,194.2,71.7
HeLa,AlamarBlue,Ag,24,50,20.796,199.89,71.7
HeLa,AlamarBlue,Ag,24,100,13.992,199.89,71.7
HeLa,AlamarBlue,Ag,24,0.5,109.73,199.89,-29.1
HeLa,AlamarBlue,Ag,24,1,103.7,199.89,-29.1
HeLa,NRU,Ag,48,1000,23.077,199.89,-73.8
HeLa,NRU,Ag,48,5,93.162,199.89,-45.96
HeLa,NRU,Ag,48,10,94.872,199.95,-45.96
HeLa,NRU,Ag,48,100,94.872,200,-45.96
HeLa,NRU,Ag,48,1000,88.604,200,-45.96
HeLa,NRU,Ag,48,5,86.005,200,-26.96
HeLa,NRU,Ag,48,10,84.224,200,-26.96
HeLa,NRU,Ag,48,100,14.249,200,-26.96
HeLa,NRU,Ag,48,1000,7.888,200,-26.96
HeLa,NRU,Ag,48,5,100.25,203.85,-57.5
HeLa,NRU,Ag,48,10,82.952,206.9,-57.5
HeLa,NRU,Ag,48,100,68.957,208.35,-57.5
HeLa,NRU,Ag,48,5,98.982,210,-73.8
HeLa,NRU,Ag,48,10,82.952,214.25,-73.8
HeLa,NRU,Ag,48,100,27.481,214.25,-73.8
HeLa,NRU,Ag,48,1000,10.941,214.25,-73.8
HeLa,NRU,Ag,48,5,93.893,214.25,-45.96
HeLa,NRU,Ag,48,10,86.005,215,-45.96
HeLa,NRU,Ag,48,100,79.644,215,-45.96
HeLa,NRU,Ag,48,1000,52.672,215,-45.96
HeLa,NRU,Ag,72,50,95.017,215,-8.36
HeLa,NRU,Ag,72,100,99.336,215,-8
HeLa,NRU,Ag,72,500,81.063,215,-0.025
HeLa,NRU,Ag,72,1000,87.043,215,-9.165
HeLa,MTT,Ag,24,100,112.06,228.3,-12.1
HeLa,MTT,Ag,48,0.5,107.48,228.3,-12.1
HeLa,MTT,Ag,48,5,85.031,228.3,-12.1
HeLa,MTT,Ag,48,10,85.031,228.3,-12.1
HeLa,MTT,Ag,48,25,71.726,228.3,-12.1
HeLa,MTT,Ag,48,50,69.231,228.3,-12.1
HeLa,MTT,Ag,48,75,65.073,228.3,-12.1
HeLa,MTT,Ag,48,100,66.528,228.3,-12.1
HeLa,MTT,Ag,24,7.8125,75.638,228.3,-24.7
HeLa,MTT,Ag,24,15.625,70.281,228.3,-24.7
HeLa,MTT,Ag,24,31.25,73.852,228.3,-24.7
HeLa,MTT,Ag,24,62.5,73.214,228.3,-24.7
HeLa,MTT,Ag,24,125,68.75,228.3,-24.7
HeLa,MTT,Ag,24,250,24.49,228.3,-24.7
HeLa,MTT,Ag,24,500,23.852,228.3,-24.7
HeLa,MTT,Ag,24,1000,32.398,228.3,-24.7
HeLa,MTT,Ag,24,1.56,98.236,228.3,20.02
HeLa,MTT,Ag,24,3.12,98.236,228.3,20.02
HeLa,MTT,Ag,24,6.25,96.649,228.3,20.02
HeLa,MTT,Ag,24,12.5,95.414,228.3,20.02
HeLa,MTT,Ag,24,25,95.414,228.3,20.02
HeLa,MTT,Ag,24,50,98.236,228.3,20.02
HeLa,MTT,Ag,24,100,96.12,228.3,20.02
HeLa,MTT,Ag,24,200,89.065,228.3,20.02
HeLa,MTT,Fe3O4,24,400,79.365,228.3,20.02
HeLa,MTT,Fe3O4,24,800,77.601,228.3,20.02
HeLa,MTT,Fe3O4,24,25,102.01,228.3,-13
HeLa,MTT,Fe3O4,24,50,104.01,228.3,-13
HeLa,MTT,Fe3O4,24,100,104.01,228.3,-13
HeLa,MTT,Fe3O4,24,200,106.02,228.3,-13
HeLa,MTT,Fe3O4,24,25,102.01,228.3,-13
HeLa,MTT,Fe3O4,24,50,98.997,228.3,-13
HeLa,MTT,Fe3O4,24,100,106.02,228.3,-13
HeLa,MTT,Fe3O4,24,200,107.02,228.3,-13
HeLa,MTT,Fe3O4,24,25,100,228.3,-13
HeLa,MTT,Fe3O4,24,50,104.05,228.3,-13
HeLa,MTT,Fe3O4,24,100,116.04,228.3,-13
HeLa,MTT,Fe3O4,24,200,112,228.3,-13
HeLa,MTT,Fe3O4,24,25,105.14,228.3,-13
HeLa,MTT,Fe3O4,24,50,107.94,228.3,-13
HeLa,MTT,Fe3O4,24,100,114.95,228.3,-13
HeLa,MTT,Fe3O4,24,200,111.06,231.4,-13
HEp-2,MTT,NiO,24,25,75.052,274.1,61.44
HEp-2,MTT,NiO,24,50,61.134,274.1,61.44
HEp-2,MTT,NiO,24,75,44.124,274.1,61.44
HEp-2,MTT,NiO,24,100,40.722,274.1,61.44
HEp-2,MTT,NiO,24,0.1,83.045,274.1,-36.5
HEp-2,MTT,NiO,24,1,48.789,274.1,-95.45
HEp-2,MTT,NiO,24,10,39.1,274.1,-95.45
HEp-2,NRU,NiO,24,10,92.127,274.1,-8.72
HEp-2,NRU,NiO,24,100,76.892,274.1,-8.05
HEp-2,NRU,NiO,24,0.1,99.489,274.1,-74.36
HEp-2,NRU,NiO,24,1,98.875,274.1,-22.61
HEp-2,NRU,NiO,24,10,95.808,276.05,-8.72
HEp-2,NRU,NiO,24,100,88.139,280,-8
HEp-2,NRU,NiO,24,10,94.7,280,-0.4
Hepatocytes,MTT,ZnO,24,400,71.841,20,6.01
Hepatocytes,MTT,ZnO,24,50,86.145,20,-8.36
Hepatocytes,MTT,ZnO,24,100,69.675,20,-27
Hepatocytes,MTT,ZnO,24,200,43.917,20,-45.5
Hepatocytes,MTT,TiO2,24,400,32.09,20,-25.2
Hepatocytes,MTT,TiO2,24,50,91.84,20,-27.06
Hepatocytes,MTT,TiO2,24,100,84.568,20,-17.86
Hepatocytes,MTT,TiO2,24,200,75.632,20,-9.64
Hepatocytes,MTT,CuO,24,400,68.711,20,6.01
Hepatocytes,MTT,CuO,24,50,78.221,20,-43
Hepatocytes,MTT,CuO,24,100,68.798,20,-27
Hepatocytes,MTT,CuO,24,200,52.139,20,-8.395
Hepatocytes,MTT,Co3O4,24,400,30.264,20,-25.2
Hepatocytes,MTT,Co3O4,24,50,88.654,20,-27.06
Hepatocytes,MTT,Co3O4,24,100,78.642,20,-36.25
Hepatocytes,MTT,Co3O4,24,200,67.704,20,-9.18
HepG2,MTT,SiO2,24,200,30.244,7.5,-31.7
HepG2,MTT,SiO2,24,500,29.024,8,-31.7
HepG2,MTT,SiO2,24,10,50,8,-36.3
HepG2,MTT,SiO2,24,50,40.732,8,-36.3
HepG2,MTT,SiO2,24,100,32.683,8,-36.3
HepG2,MTT,SiO2,24,200,24.878,8,-36.3
HepG2,MTT,SiO2,24,500,24.878,8,-36.3
HepG2,NRU,SiO2,72,10,45.578,8,-24.5
HepG2,NRU,SiO2,72,50,38.095,8,-24.5
HepG2,NRU,SiO2,72,100,34.921,8,-24.5
HepG2,NRU,SiO2,72,200,27.891,8,-24.5
HepG2,NRU,SiO2,72,500,17.007,8,-24.5
HepG2,NRU,SiO2,72,10,87.528,8,-38.1
HepG2,NRU,SiO2,72,50,32.2,8,-38.1
